2022/9/24,120.0,67.0,0.0,187.0,383.9,14.0,26.0
2022/9/23,120.0,67.0,0.0,187.0,374.16,14.0,26.0
2022/9/22,120.0,67.0,0.0,187.0,366.64,14.5,26.0
2022/9/21,120.0,67.0,0.0,187.0,373.1,14.5,27.0
2022/9/20,120.0,67.0,0.0,187.0,404.66,14.0,28.0
2022/9/19,120.0,67.0,0.0,187.0,396.02,14.0,28.0
2022/9/18,120.0,67.0,0.0,187.0,385.36,14.0,28.0
2022/9/17,120.0,67.0,0.0,187.0,387.1,13.5,29.0
2022/9/16,120.0,67.0,0.0,187.0,405.56,13.5,33.0
2022/9/15,120.0,67.0,0.0,187.0,393.8,14.0,29.0
2022/9/14,120.0,67.0,0.0,187.0,367.94,14.5,27.0
2022/9/13,120.0,67.0,0.0,187.0,383.42,13.5,28.0
2022/9/12,120.0,67.0,0.0,187.0,391.76,13.5,28.0
2022/9/11,120.0,67.0,0.0,187.0,394.8,13.5,28.0
2022/9/10,120.0,67.0,0.0,187.0,384.32,13.5,28.0
2022/9/9,120.0,67.0,0.0,187.0,397.3,13.0,28.0
2022/9/8,120.0,65.0,0.0,185.0,385.96,13.0,27.0
2022/9/7,120.0,65.0,0.0,185.0,388.86,13.0,27.0
2022/9/6,120.0,61.0,0.0,181.0,394.1,12.0,29.0
2022/9/5,120.0,67.0,0.0,187.0,425.12,12.0,30.0
2022/9/4,120.0,67.0,0.0,187.0,421.5,12.0,30.0
2022/9/3,120.0,65.0,0.0,185.0,434.74,11.0,31.0
2022/9/2,120.0,65.0,0.0,185.0,428.48,11.0,31.0
2022/9/1,120.0,65.0,0.0,185.0,431.36,11.5,33.0
2022/8/30,120.0,65.0,0.0,185.0,388.14,12.5,32.0
2022/8/29,120.0,65.0,0.0,185.0,420.66,11.5,32.0
2022/8/28,120.0,55.0,0.0,175.0,429.14,11.0,32.0
2022/8/27,120.0,50.0,0.0,170.0,423.86,10.0,34.0
2022/8/26,120.0,50.0,0.0,170.0,430.48,10.5,33.0
2022/8/25,120.0,65.0,0.0,185.0,434.3,12.0,33.0
2022/8/24,120.0,65.0,0.0,185.0,406.42,12.0,34.0
2022/8/23,120.0,67.0,0.0,187.0,374.9,13.0,31.0
2022/8/22,120.0,67.0,0.0,187.0,406.56,12.0,30.0
2022/8/21,120.0,67.0,0.0,187.0,422.94,11.5,29.0
2022/8/20,120.0,67.0,0.0,187.0,418.64,11.5,29.0
2022/8/19,120.0,67.0,0.0,187.0,433.44,11.5,29.0
2022/8/18,120.0,67.0,0.0,187.0,439.0,11.5,30.0
2022/8/17,120.0,67.0,0.0,187.0,434.86,11.5,31.0
2022/8/16,120.0,67.0,0.0,187.0,384.48,12.5,31.0
2022/8/15,120.0,67.0,0.0,187.0,425.52,11.5,31.0
2022/8/14,120.0,67.0,0.0,187.0,436.96,11.0,30.0
2022/8/13,120.0,67.0,0.0,187.0,458.88,11.0,31.0
2022/8/12,120.0,67.0,0.0,187.0,440.62,11.0,31.0
2022/8/11,120.0,67.0,0.0,187.0,446.14,11.0,32.0
2022/8/10,120.0,67.0,0.0,187.0,455.56,11.0,32.0
2022/8/9,120.0,65.0,0.0,185.0,398.2,11.5,33.0
2022/8/8,120.0,65.0,0.0,185.0,428.0,11.0,32.0
2022/8/7,120.0,65.0,0.0,185.0,445.64,10.5,31.0
2022/8/6,120.0,65.0,0.0,185.0,450.1,10.5,30.0
2022/8/5,120.0,65.0,0.0,185.0,453.5,10.0,30.0
2022/8/4,120.0,65.0,0.0,185.0,452.8,10.0,30.0
2022/8/3,120.0,65.0,0.0,185.0,448.94,10.0,31.0
2022/8/2,120.0,65.0,0.0,185.0,411.2,11.0,32.0
2022/8/1,120.0,65.0,0.0,185.0,453.7,10.0,32.0
